user_id,recommendations
512,"[874972, 1029743, 1082185, 981760, 951590]"
513,"[1034176, 12263788, 1081177, 962568, 1117690]"
514,"[874972, 903325, 998444, 1082185, 866211]"
515,"[874972, 995242, 898601, 1066893, 1029743]"
516,"[874972, 1029743, 1082185, 1106523, 995242]"
517,"[874972, 859075, 840361, 1126899, 1081177]"
518,"[874972, 979707, 865026, 1082185, 995242]"
519,"[874972, 1082185, 1106523, 981760, 951590]"
520,"[874972, 923746, 916122, 995242, 8090537]"
521,"[874972, 923746, 962568, 899624, 1024306]"
522,"[874972, 1029743, 1082185, 981760, 951590]"
523,"[874972, 1029743, 15926886, 1082185, 1110572]"
524,"[874972, 923746, 1133018, 866211, 1067606]"
525,"[874972, 845975, 1101010, 933835, 1138443]"
526,"[874972, 1101173, 893018, 995242, 8090521]"
527,"[874972, 1058997, 979707, 5567582, 901062]"
528,"[874972, 1029743, 1082185, 981760, 951590]"
529,"[874972, 1029743, 1082185, 981760, 951590]"
530,"[874972, 1082185, 1106523, 981760, 951590]"
531,"[874972, 819978, 976214, 1075368, 981760]"
532,"[874972, 1029743, 1082185, 981760, 951590]"
533,"[874972, 1029743, 965766, 899624, 5592931]"
534,"[874972, 9245106, 935968, 993466, 1110764]"
535,"[874972, 1029743, 1082185, 981760, 951590]"
536,"[874972, 1082185, 1106523, 981760, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 995242]"
538,"[1048257, 1082185, 1092588, 1070820, 916122]"
539,"[1108094, 1058997, 1101010, 1082185, 981760]"
540,"[874972, 1082185, 961554, 854852, 6034857]"
541,"[874972, 1029743, 1082185, 981760, 951590]"
542,"[874972, 1139493, 1013597, 1106523, 942525]"
543,"[879734, 6979545, 1037751, 995242, 8090537]"
544,"[874972, 12518330, 7410290, 947201, 878996]"
545,"[874972, 827671, 1041688, 873044, 1070076]"
546,"[874972, 1029743, 1082185, 981760, 951590]"
547,"[874972, 1082185, 1106523, 916122, 5585510]"
548,"[874972, 1082185, 987724, 981760, 838637]"
549,"[874972, 1029743, 1082185, 981760, 951590]"
550,"[874972, 844165, 1101010, 1082185, 995242]"
551,"[874972, 1029743, 1082185, 981760, 951590]"
552,"[874972, 5592931, 998536, 1069039, 15926775]"
553,"[874972, 1053690, 986912, 1029743, 859075]"
554,"[874972, 1029743, 1082185, 8090537, 15452355]"
555,"[874972, 1029743, 1082185, 981760, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 995242]"
557,"[874972, 1029743, 1082185, 1106523, 995242]"
558,"[874972, 1082185, 1072693, 5592931, 948650]"
559,"[874972, 1029743, 1082185, 981760, 951590]"
560,"[874972, 1082185, 916122, 978343, 901062]"
561,"[874972, 1029743, 1082185, 981760, 951590]"
562,"[874972, 1082185, 8090537, 995242, 981760]"
563,"[874972, 1070820, 832678, 854852, 1105426]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 981760, 951590]"
566,"[874972, 1029743, 951590, 1087102, 889649]"
567,"[874972, 1133018, 819978, 908531, 1044078]"
568,"[1038663, 5568378, 1014802, 905817, 844165]"
569,"[14025268, 5568378, 5569471, 12171656, 1028816]"
570,"[874972, 1082185, 995242, 866211, 1037863]"
571,"[874972, 1029743, 1082185, 981760, 951590]"
572,"[874972, 1029743, 1082185, 981760, 951590]"
573,"[874972, 1082185, 1106523, 981760, 951590]"
574,"[10149640, 1082185, 1133018, 908531, 8090521]"
575,"[874972, 859075, 9420312, 862349, 1082185]"
576,"[874972, 5580577, 937276, 945244, 1102949]"
577,"[874972, 1082185, 981760, 908531, 951590]"
578,"[874972, 1082185, 862349, 961554, 8090521]"
579,"[970747, 995242, 923746, 866211, 859075]"
580,"[1118946, 979707, 860975, 940947, 1056509]"
581,"[874972, 1029743, 1082185, 1106523, 995242]"
582,"[1021324, 995242, 8090513, 1119051, 1044805]"
583,"[874972, 1108168, 974766, 1138292, 1029743]"
584,"[874972, 1029743, 1082185, 981760, 951590]"
585,"[874972, 1029743, 1082185, 981760, 951590]"
586,"[874972, 12263788, 987562, 8090521, 1004906]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1110572, 1085604, 1106523, 908531]"
589,"[874972, 1029743, 1082185, 981760, 951590]"
590,"[1139216, 1044078, 5569230, 844165, 962229]"
591,"[874972, 1007549, 1094955, 1029743, 1082185]"
592,"[874972, 1082185, 1106523, 981760, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 995242]"
594,"[874972, 1133018, 866211, 1053690, 8090537]"
595,"[874972, 1002558, 977658, 906763, 1029743]"
596,"[831407, 1029743, 1044078, 8090537, 1065593]"
597,"[874972, 1029743, 951590, 1082185, 981760]"
598,"[874972, 981760, 1022254, 1106523, 923746]"
599,"[874972, 1029743, 1082185, 981760, 951590]"
600,"[1000753, 995242, 879755, 5569230, 951590]"
601,"[874972, 1029743, 1082185, 981760, 951590]"
602,"[874972, 981760, 898601, 1029743, 987044]"
603,"[874972, 861445, 945909, 9926758, 1029743]"
604,"[10150194, 1082185, 866211, 862349, 940947]"
605,"[948670, 862349, 981760, 965772, 13133916]"
606,"[874972, 899624, 970160, 995242, 845208]"
607,"[874972, 1029743, 1082185, 981760, 951590]"
608,"[1013928, 965766, 15926887, 1106523, 923746]"
609,"[874972, 1029743, 1082185, 1106523, 995242]"
610,"[874972, 875089, 1081177, 909396, 1027068]"
611,"[956599, 1053690, 833025, 1029743, 856252]"
612,"[874972, 5568378, 965766, 1029743, 1065593]"
613,"[874972, 1133018, 986912, 962568, 1049735]"
614,"[1000753, 1044078, 962568, 995242, 986912]"
615,"[874972, 1082185, 995242, 1125382, 856345]"
616,"[874972, 1029743, 1082185, 981760, 951590]"
617,"[874972, 962568, 854852, 1126899, 12810393]"
618,"[874972, 1029743, 1082185, 1106523, 995242]"
619,"[874972, 1029743, 1082185, 981760, 951590]"
620,"[874972, 1029743, 1082185, 981760, 951590]"
621,"[874972, 965766, 13671735, 1112825, 844179]"
622,"[1038663, 1011300, 8181159, 1106523, 965766]"
623,"[874972, 1043895, 1029743, 1082185, 1106523]"
624,"[874972, 981760, 908531, 1133018, 899624]"
625,"[874972, 1029743, 1082185, 981760, 951590]"
626,"[874972, 1029743, 1082185, 981760, 951590]"
627,"[874972, 1029743, 1082185, 981760, 951590]"
628,"[874972, 1082185, 1106523, 981760, 951590]"
629,"[874972, 1029743, 1082185, 981760, 951590]"
630,"[874972, 862349, 6034857, 1082185, 6464147]"
631,"[874972, 1082185, 961554, 995242, 981760]"
632,"[938138, 1082185, 1044078, 1029743, 961554]"
633,"[874972, 820895, 1002558, 1075368, 8090537]"
634,"[874972, 1029743, 1082185, 981760, 951590]"
635,"[874972, 1029743, 1082185, 981760, 951590]"
636,"[874972, 866211, 961554, 995242, 899624]"
637,"[1013928, 981760, 1133018, 1082185, 1004906]"
638,"[874972, 995242, 1053690, 1082185, 854852]"
639,"[874972, 1082185, 1106523, 981760, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 995242]"
641,"[12262830, 916122, 6034857, 1131830, 962568]"
642,"[874972, 1029743, 1082185, 981760, 951590]"
643,"[10150194, 923746, 898601, 1029743, 899624]"
644,"[874972, 1082185, 995242, 979707, 821083]"
645,"[874972, 1029743, 1082185, 981760, 951590]"
646,"[874972, 1082185, 1106523, 981760, 951590]"
647,"[874972, 819978, 15926886, 1029743, 951590]"
648,"[874972, 1082185, 923746, 979707, 1081177]"
649,"[874972, 1106523, 981760, 1082185, 951590]"
650,"[874972, 1029743, 1082185, 1106523, 995242]"
651,"[874972, 1082185, 1106523, 981760, 951590]"
652,"[874972, 1081177, 1067695, 995242, 832678]"
653,"[874972, 1102959, 1029743, 1082185, 1106523]"
654,"[1034176, 866211, 859075, 995242, 832678]"
655,"[874972, 951590, 987734, 1075282, 12946027]"
656,"[874972, 1029743, 981760, 1082185, 951590]"
657,"[874972, 1029743, 1082185, 981760, 951590]"
658,"[874972, 1044078, 15926887, 941741, 995055]"
659,"[874972, 1029743, 1082185, 1106523, 995242]"
660,"[10150194, 840361, 832678, 916122, 1028473]"
661,"[12262778, 986912, 916122, 995242, 5569230]"
662,"[874972, 965766, 871440, 1070272, 8293447]"
663,"[874972, 899624, 1085604, 1082185, 908531]"
664,"[874972, 1029743, 1082185, 981760, 951590]"
665,"[874972, 1071171, 1029743, 1082185, 1106523]"
666,"[874972, 1133018, 854852, 844179, 987562]"
667,"[874972, 1029743, 1082185, 1044078, 979707]"
668,"[874972, 873654, 1042942, 1029743, 1082185]"
669,"[874972, 866211, 1019643, 1082185, 1126899]"
670,"[1065538, 1082185, 8090521, 1029743, 981760]"
671,"[874972, 866211, 5568378, 1029743, 951590]"
672,"[874972, 995242, 908531, 981760, 899624]"
673,"[874972, 1106523, 1053690, 871756, 1074754]"
674,"[874972, 1082185, 950206, 1029743, 909894]"
675,"[874972, 986912, 1068719, 1106523, 981760]"
676,"[970747, 1051626, 1037894, 1069522, 898510]"
677,"[874972, 1029743, 1082185, 981760, 951590]"
678,"[874972, 1029743, 1082185, 981760, 951590]"
679,"[874972, 1029743, 1082185, 981760, 951590]"
680,"[874972, 995242, 900586, 873627, 1029743]"
681,"[874972, 1029743, 859075, 5568378, 890695]"
682,"[874972, 1082185, 1106523, 981760, 951590]"
683,"[874972, 1029743, 1082185, 981760, 951590]"
684,"[874972, 916909, 9835947, 880284, 1009567]"
685,"[874972, 979707, 870547, 1097398, 844179]"
686,"[874972, 1029743, 981760, 1082185, 951590]"
687,"[874972, 995242, 916122, 5569230, 13841744]"
688,"[874972, 1029743, 1082185, 981760, 951590]"
689,"[874972, 1029743, 1082185, 981760, 951590]"
690,"[1108094, 1082185, 1101010, 1037840, 844179]"
691,"[874972, 1029743, 981760, 1065593, 962568]"
692,"[12810464, 1082185, 6034857, 1119051, 1135834]"
693,"[948670, 908531, 979707, 1029743, 13841744]"
694,"[874972, 844165, 1101010, 951590, 8090537]"
695,"[874972, 961554, 1101173, 1029743, 981760]"
696,"[970747, 908531, 880427, 1126899, 975633]"
697,"[874972, 1068719, 1057260, 840361, 1138854]"
698,"[874972, 995242, 1053690, 1096036, 1065593]"
699,"[874972, 995242, 919596, 923746, 899624]"
700,"[1069863, 1082185, 1106523, 1101010, 1038985]"
701,"[874972, 1029743, 878996, 981760, 835098]"
702,"[12731432, 1126899, 908531, 1082185, 8090521]"
703,"[12262830, 1082185, 6464166, 995242, 981760]"
704,"[874972, 1029743, 1082185, 981760, 951590]"
705,"[874972, 1070820, 860975, 912112, 1004945]"
706,"[874972, 1082185, 995242, 983584, 961554]"
707,"[874972, 5568378, 913210, 5569471, 838186]"
708,"[874972, 995242, 923746, 5568378, 932179]"
709,"[863762, 1082185, 995242, 981760, 908531]"
710,"[874972, 1082185, 1098284, 981760, 1044078]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[15972298, 1131321, 850645, 1070820, 1018822]"
713,"[874972, 1082185, 995242, 5569230, 5568378]"
714,"[874972, 1058997, 961554, 1082185, 8090521]"
715,"[874972, 1029743, 981760, 923746, 961554]"
716,"[874972, 1058997, 961554, 1051516, 16053142]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[917384, 1053690, 6034857, 961554, 1082185]"
719,"[874972, 1106523, 1053690, 1082185, 13008327]"
720,"[874972, 1081177, 909714, 1056212, 948650]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 981760, 866211, 1082185, 1106523]"
723,"[825343, 844179, 982833, 1082185, 862349]"
724,"[874972, 1029743, 1082185, 981760, 951590]"
725,"[874972, 1128016, 819765, 1133018, 899624]"
726,"[874972, 916122, 1042438, 961554, 1139782]"
727,"[874972, 1029743, 1082185, 1106523, 995242]"
728,"[825343, 995242, 1044078, 1096036, 1122358]"
729,"[874972, 1029743, 1082185, 1106523, 995242]"
730,"[6979253, 862349, 1053690, 969932, 849843]"
731,"[849202, 1107553, 1128016, 839094, 8019716]"
732,"[874972, 1029743, 1082185, 981760, 951590]"
733,"[874972, 1123434, 1063577, 5569471, 964521]"
734,"[874972, 1082185, 981760, 961554, 863699]"
735,"[874972, 1029743, 1004906, 923746, 951590]"
736,"[10150194, 981760, 1004906, 1029743, 1082185]"
737,"[874972, 1029743, 981760, 1082185, 951590]"
738,"[874972, 1029743, 1082185, 981760, 951590]"
739,"[874972, 1029743, 1082185, 981760, 951590]"
740,"[874972, 981760, 1044259, 1082185, 995242]"
741,"[12810391, 854852, 1022254, 845208, 871756]"
742,"[874972, 1029743, 1082185, 1106523, 995242]"
743,"[874972, 923746, 6979753, 952593, 962185]"
744,"[874972, 961554, 844179, 1082185, 862349]"
745,"[906335, 840361, 1037863, 1082185, 962568]"
746,"[874972, 1029743, 1082185, 981760, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 908531, 5569230, 1133018, 951590]"
749,"[874972, 1029743, 1082185, 1106523, 995242]"
750,"[874972, 8090521, 5569327, 1106523, 965766]"
751,"[874972, 1029743, 1082185, 981760, 951590]"
752,"[874972, 1082185, 866211, 986912, 10285335]"
753,"[874972, 862349, 976199, 1082185, 1036501]"
754,"[874972, 900842, 1055504, 1082185, 1036347]"
755,"[874972, 845193, 9523058, 5568320, 1029743]"
756,"[874972, 1029743, 981760, 1082185, 951590]"
757,"[874972, 1082185, 923746, 1133018, 1004906]"
758,"[874972, 1029743, 1082185, 981760, 951590]"
759,"[874972, 1082185, 921406, 9677236, 1049906]"
760,"[874972, 1029743, 1082185, 981760, 951590]"
761,"[874972, 5569471, 1048237, 1028473, 905072]"
762,"[874972, 1082185, 1058997, 961554, 901062]"
763,"[874972, 1106523, 951590, 1082185, 981760]"
764,"[1069863, 1082185, 995242, 923746, 1088147]"
765,"[874972, 1029743, 1082185, 981760, 951590]"
766,"[874972, 1058997, 1004906, 1082185, 923746]"
767,"[970747, 862349, 979707, 961554, 965766]"
768,"[874972, 899624, 833025, 1082185, 995242]"
769,"[874972, 979707, 1068719, 1081177, 1139782]"
770,"[874972, 995242, 1003188, 5569230, 844179]"
771,"[15972298, 906763, 983795, 955075, 1119051]"
772,"[874972, 1029743, 1082185, 981760, 951590]"
773,"[874972, 1101173, 5569471, 1082185, 873887]"
774,"[874972, 1029743, 1082185, 981760, 951590]"
775,"[874972, 1029743, 1082185, 981760, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 916122, 1098435, 1029743, 866211]"
778,"[874972, 1029743, 981760, 1082185, 951590]"
779,"[874972, 962568, 979707, 1133018, 916122]"
780,"[874972, 1029743, 1082185, 981760, 951590]"
781,"[836445, 925862, 13654702, 926065, 914190]"
782,"[874972, 1029743, 1082185, 981760, 951590]"
783,"[874972, 1029743, 1082185, 981760, 951590]"
784,"[860248, 1082185, 965530, 5569230, 979707]"
785,"[874972, 1029743, 981760, 1082185, 951590]"
786,"[878715, 1029743, 1082185, 981760, 1044078]"
787,"[874972, 909714, 16729299, 1082185, 862349]"
788,"[874972, 995242, 923746, 5569230, 5568378]"
789,"[874972, 983584, 962568, 840361, 1026118]"
790,"[874972, 1070015, 959821, 6704207, 1029743]"
791,"[874972, 1029743, 1082185, 981760, 951590]"
792,"[874972, 1029743, 1082185, 981760, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 995242]"
794,"[874972, 1082185, 1101010, 15926886, 865026]"
795,"[874972, 1029743, 1082185, 899624, 1044078]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1082185, 1106523, 981760, 951590]"
798,"[874972, 923746, 908531, 859075, 1122358]"
799,"[874972, 923746, 1048068, 1082185, 1058997]"
800,"[874972, 1082185, 1053690, 995242, 981760]"
801,"[906335, 1070820, 981760, 856252, 1094924]"
802,"[874972, 1048462, 1016276, 870933, 1029743]"
803,"[825343, 1053690, 840361, 1082185, 995242]"
804,"[874972, 5568378, 1101010, 1133018, 844165]"
805,"[1038663, 981760, 5568378, 1082185, 1029743]"
806,"[826666, 1004906, 12810393, 1029743, 866211]"
807,"[874972, 1082185, 908531, 5568378, 838186]"
808,"[874972, 1082185, 866211, 1029743, 1065593]"
809,"[874972, 1029743, 1082185, 981760, 951590]"
810,"[874972, 906017, 1107839, 1028816, 1125278]"
811,"[874972, 1029743, 1082185, 1106523, 995242]"
812,"[874972, 1029743, 1082185, 981760, 951590]"
813,"[874972, 1037863, 948650, 1082185, 866211]"
814,"[1000753, 899624, 1044078, 1065593, 12810393]"
815,"[874972, 1029743, 1082185, 981760, 951590]"
816,"[874972, 981760, 965766, 1082185, 862349]"
817,"[874972, 845208, 1003188, 1070820, 1108152]"
818,"[874972, 1010185, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 981760, 1082185, 951590]"
820,"[874972, 8090521, 987562, 1082185, 1076875]"
821,"[874972, 1029743, 1082185, 981760, 951590]"
822,"[874972, 995242, 981760, 1094955, 12349795]"
823,"[874972, 1106523, 1082185, 899624, 8090521]"
824,"[874972, 1082185, 981760, 1106523, 923746]"
825,"[825343, 1082185, 923746, 1058997, 908531]"
826,"[874972, 951590, 1043971, 1037840, 970760]"
827,"[874972, 1029743, 1082185, 981760, 951590]"
828,"[874972, 1029743, 1082185, 981760, 951590]"
829,"[874972, 866211, 1112825, 1082185, 995242]"
830,"[874972, 1026118, 1039156, 869577, 995876]"
831,"[1002787, 1053690, 1117514, 995242, 951590]"
832,"[874972, 1082185, 995242, 981760, 951590]"
833,"[874972, 1029743, 1082185, 981760, 951590]"
834,"[874972, 1029743, 1082185, 981760, 951590]"
835,"[874972, 1029743, 981760, 1082185, 951590]"
836,"[874972, 988116, 869868, 912817, 851287]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 981760, 951590]"
839,"[874972, 1029743, 1082185, 981760, 951590]"
840,"[1111035, 1122358, 944836, 827802, 965766]"
841,"[852015, 976199, 1124823, 1133018, 908531]"
842,"[874972, 923746, 1004596, 995242, 9245108]"
843,"[874972, 995242, 951590, 1082185, 981760]"
844,"[14106445, 1082185, 862349, 923746, 5566472]"
845,"[874972, 846301, 1125943, 951590, 8090537]"
846,"[879734, 1075368, 8090537, 1133018, 1112766]"
847,"[874972, 1082185, 1058997, 1005274, 1008074]"
848,"[826666, 944249, 849697, 1070820, 1044078]"
849,"[874972, 1029743, 1082185, 981760, 951590]"
850,"[825343, 1133018, 899624, 844179, 856252]"
851,"[874972, 1029743, 1082185, 981760, 951590]"
852,"[874972, 1058997, 916122, 1082185, 962568]"
853,"[874972, 12781829, 874149, 951412, 861706]"
854,"[874972, 850834, 1029743, 1082185, 1106523]"
855,"[10149640, 901062, 6034857, 1029743, 12524067]"
856,"[874972, 995242, 9419487, 1022254, 922907]"
857,"[874972, 951590, 1075214, 5569230, 9803545]"
858,"[849202, 1029743, 1082185, 1106523, 995242]"
859,"[874972, 981760, 901062, 995242, 1075368]"
860,"[874972, 1029743, 1082185, 981760, 951590]"
861,"[874972, 916122, 833724, 899624, 5585510]"
862,"[1038663, 1009977, 9487603, 1053282, 871636]"
863,"[874972, 981760, 5585510, 933835, 1105426]"
864,"[874972, 1081177, 989069, 1029743, 1082185]"
865,"[947858, 12648296, 1095068, 1106523, 899624]"
866,"[825343, 1082185, 845208, 1133018, 908531]"
867,"[874972, 1082185, 995242, 983584, 5569230]"
868,"[874972, 8090537, 1018740, 1082185, 9884484]"
869,"[874972, 981760, 899624, 1029743, 1110572]"
870,"[874972, 1029743, 1082185, 981760, 951590]"
871,"[8358621, 1053690, 5568378, 1029743, 1082185]"
872,"[874972, 1082185, 1106523, 981760, 951590]"
873,"[874972, 1082185, 1106523, 981760, 951590]"
874,"[874972, 1029743, 1082185, 981760, 951590]"
875,"[874972, 995242, 908531, 1082185, 986912]"
876,"[874972, 1081177, 833025, 1082185, 1058997]"
877,"[874972, 961554, 10285335, 1082185, 1058997]"
878,"[13003402, 908531, 1133018, 1082185, 947798]"
879,"[874972, 832678, 8090513, 900418, 1130777]"
880,"[874972, 859075, 1065593, 951590, 965766]"
881,"[874972, 893018, 12302069, 1029743, 5592931]"
882,"[874972, 995242, 8090521, 1110572, 1044078]"
883,"[825343, 1029743, 5569471, 1082185, 1022254]"
884,"[874972, 1096036, 979707, 1081177, 1119399]"
885,"[10198378, 1106523, 923746, 951590, 947798]"
886,"[874972, 1070820, 1039156, 868764, 917033]"
887,"[874972, 987562, 978077, 13416351, 1029743]"
888,"[928263, 1082185, 1044078, 1029743, 961554]"
889,"[874972, 879755, 1122358, 1126899, 12524323]"
890,"[874972, 1029743, 1082185, 981760, 951590]"
891,"[899019, 1082185, 908531, 866211, 1133018]"
892,"[874972, 1029743, 1082185, 981760, 951590]"
893,"[874972, 981760, 1093113, 6602590, 1029743]"
894,"[874972, 1082185, 845208, 911614, 825541]"
895,"[849202, 1082185, 999104, 866211, 7024847]"
896,"[874972, 1029743, 1082185, 981760, 951590]"
897,"[874972, 986912, 861445, 6979005, 993638]"
898,"[874972, 1085604, 999779, 1029743, 1057260]"
899,"[874972, 1029743, 1082185, 981760, 951590]"
900,"[1075007, 1110572, 961554, 1082185, 923746]"
901,"[874972, 1082185, 1106523, 981760, 951590]"
902,"[874972, 1029743, 1082185, 981760, 951590]"
903,"[874972, 1047769, 956902, 1126899, 983584]"
904,"[874972, 1082185, 845193, 1106523, 1062002]"
905,"[874972, 1029743, 1082185, 981760, 951590]"
906,"[874972, 8090532, 858743, 1082185, 12330794]"
907,"[874972, 923746, 859075, 1057260, 986912]"
908,"[1110111, 1082185, 1126899, 5569230, 1057260]"
909,"[10149640, 979707, 948650, 1029743, 1082185]"
910,"[874972, 1029743, 951590, 1082185, 981760]"
911,"[1111035, 981760, 944836, 1082185, 6034857]"
912,"[874972, 1029743, 981760, 1082185, 951590]"
913,"[874972, 1082185, 913210, 1070820, 981760]"
914,"[874972, 1107553, 1029743, 1082185, 1106523]"
915,"[874972, 961554, 871754, 1057260, 1036753]"
916,"[874972, 833025, 1070702, 901557, 913210]"
917,"[874972, 1029743, 981760, 1082185, 951590]"
918,"[874972, 1029743, 1082185, 981760, 951590]"
919,"[874972, 961554, 1015375, 1081177, 1039627]"
920,"[982469, 934399, 5592734, 1106523, 1092026]"
921,"[874972, 1082185, 1106523, 981760, 951590]"
922,"[874972, 961554, 6773232, 1082185, 1058997]"
923,"[874972, 1029743, 981760, 1082185, 951590]"
924,"[874972, 1096036, 8090537, 995242, 951590]"
925,"[874972, 1029743, 1082185, 981760, 951590]"
926,"[874972, 1058997, 923746, 5568378, 845208]"
927,"[874972, 1058997, 923746, 986912, 1026118]"
928,"[874972, 840361, 1119051, 1118033, 995876]"
929,"[825343, 8090521, 840361, 1070820, 1044078]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[1079913, 1101010, 834117, 1029743, 1082185]"
932,"[874972, 1082185, 995242, 981760, 951590]"
933,"[874972, 1029743, 1082185, 981760, 951590]"
934,"[825343, 8090509, 971922, 1088147, 860975]"
935,"[874972, 1029743, 1082185, 1106523, 995242]"
936,"[874972, 1070820, 865456, 1082185, 908531]"
937,"[874972, 1082185, 1098844, 1126899, 961554]"
938,"[874972, 1029743, 1082185, 981760, 951590]"
939,"[874972, 8090521, 962568, 1029743, 1082185]"
940,"[874972, 1082185, 995242, 962568, 1074040]"
941,"[874972, 961554, 901062, 916122, 1092588]"
942,"[874972, 1029743, 1082185, 1106523, 995242]"
943,"[874972, 909894, 999779, 1106523, 5592931]"
944,"[874972, 1082185, 1044078, 1106523, 866211]"
945,"[874972, 1106523, 844179, 1082185, 981760]"
946,"[874972, 1082185, 923746, 1133018, 859075]"
947,"[874972, 979707, 1039156, 1081177, 1101010]"
948,"[874972, 1029743, 1082185, 981760, 951590]"
949,"[833940, 1082185, 908531, 1029743, 1004906]"
950,"[874972, 1029743, 981760, 1082185, 951590]"
951,"[874972, 1082185, 940947, 1029743, 824005]"
952,"[874972, 995242, 1068719, 909894, 1048727]"
953,"[874972, 1003188, 1092026, 1101173, 5569135]"
954,"[874972, 1029743, 1082185, 1106523, 995242]"
955,"[874972, 896369, 1100856, 860703, 15926887]"
956,"[1057749, 909894, 924352, 1029743, 923746]"
957,"[874972, 1082185, 909894, 965766, 5592931]"
958,"[874972, 1029743, 1082185, 981760, 951590]"
959,"[874972, 12812474, 1029272, 1029743, 1082185]"
960,"[874972, 1058997, 1036347, 1053016, 886395]"
961,"[874972, 920002, 926905, 1029743, 860975]"
962,"[874972, 1029743, 1082185, 981760, 951590]"
963,"[874972, 1082185, 1106523, 981760, 951590]"
964,"[917384, 1082185, 916122, 1106523, 962229]"
965,"[874972, 1029743, 987562, 871756, 847982]"
966,"[874972, 1082185, 1106523, 981760, 951590]"
967,"[874972, 820291, 1029743, 1082185, 1106523]"
968,"[874972, 868423, 906883, 839094, 859075]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 981760, 951590]"
971,"[906844, 1133018, 12263788, 1075368, 5568378]"
972,"[874972, 832678, 1040371, 862349, 6632283]"
973,"[12262830, 1028891, 1077745, 1082185, 921406]"
974,"[874972, 1029743, 1082185, 1106523, 995242]"
975,"[874972, 942525, 892531, 1082185, 916122]"
976,"[826666, 862349, 854852, 1082185, 5569230]"
977,"[874972, 1082185, 1106523, 981760, 951590]"
978,"[874972, 854852, 1096317, 951590, 13115579]"
979,"[1000753, 1051516, 1087754, 1082185, 995242]"
980,"[874972, 1029743, 1082185, 981760, 951590]"
981,"[948670, 5569845, 897125, 1082185, 995242]"
982,"[9487498, 854852, 9297615, 1075368, 1082185]"
983,"[874972, 1082185, 951590, 1075368, 947798]"
984,"[874972, 1082185, 1025641, 997907, 1039682]"
985,"[15972074, 908531, 909894, 1029743, 1003188]"
986,"[874972, 916122, 8181159, 995242, 1065593]"
987,"[12810464, 7139529, 1029743, 1082185, 1106523]"
988,"[874972, 1096036, 852182, 1029743, 1082185]"
989,"[874972, 834117, 8090532, 1029743, 1082185]"
990,"[874972, 1029743, 1082185, 981760, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 995242]"
992,"[874972, 909714, 1028816, 5995312, 1029743]"
993,"[874972, 6034857, 1083043, 1082185, 995242]"
994,"[874972, 981760, 1126899, 1082185, 951590]"
995,"[874972, 1029743, 1082185, 981760, 951590]"
996,"[874972, 908531, 859075, 1029743, 1082185]"
997,"[926823, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 908531, 995242, 8090521, 866211]"
999,"[874972, 950206, 999779, 1029743, 8090532]"
1000,"[874972, 995242, 1003188, 1082185, 986912]"
1001,"[874972, 986912, 6533936, 820923, 5995427]"
1002,"[874972, 1029743, 1082185, 981760, 951590]"
1003,"[874972, 950030, 1029743, 1082185, 1106523]"
1004,"[849202, 866211, 870547, 995242, 1096036]"
1005,"[874972, 961554, 990797, 995242, 8090537]"
1006,"[874972, 1029743, 1082185, 981760, 951590]"
1007,"[874972, 1082185, 888054, 1115098, 12324841]"
1008,"[874972, 1029743, 1082185, 1106523, 995242]"
1009,"[874972, 1029743, 1082185, 981760, 951590]"
1010,"[874972, 1055072, 1082185, 9527323, 1008675]"
1011,"[874972, 965766, 944836, 1058997, 1039156]"
1012,"[874972, 961554, 1096036, 1082185, 1070820]"
1013,"[874972, 1029743, 1082185, 981760, 951590]"
1014,"[874972, 6534077, 1029743, 1082185, 1106523]"
1015,"[874972, 1003188, 6602697, 1082185, 862349]"
1016,"[874972, 1029743, 1082185, 981760, 951590]"
1017,"[874972, 1082185, 1106523, 981760, 951590]"
1018,"[874972, 13115813, 922561, 1070820, 883068]"
1019,"[874972, 1082185, 1106523, 866211, 1053690]"
1020,"[10149640, 5569374, 972665, 977481, 994223]"
1021,"[1110111, 830245, 1008074, 1110572, 10345155]"
1022,"[874972, 1029743, 1082185, 981760, 951590]"
